"created","screenName","text"
2015-06-11 12:51:10,"oslopolitiops","nødetatene på stedet, kan foreløpig ikke finne noen brann,"
2015-06-11 12:46:08,"oslopolitiops","Økernveien, melding om brann, nødetatene er underveis"
2015-06-11 12:35:52,"oslopolitiops","Majorstua, mann som tar bilder oppunder skjørtet på en kvinne, vi er på stedet, en mann pågrepet, kjøres arrest, anm."
2015-06-11 10:15:52,"oslopolitiops","Ikke meldt om personskade. Bilberging rekvirert"
2015-06-11 10:14:41,"oslopolitiops","Thorvald Meyers gate: Trafikkulykke - trikk og bil involvert. Nødetatene underveis"
2015-06-11 10:11:26,"oslopolitiops","Bilen er nå hentet ut av tunnelen"
2015-06-11 09:45:57,"oslopolitiops","Ingen personskade, kun materielle skader. Bilberging rekvirert"
2015-06-11 09:43:53,"oslopolitiops","Festningstunnelen, østgående: Bil med stans - står i venstre felt."
2015-06-11 09:38:50,"oslopolitiops","E6 inngående v/Ryen: Trafikkuhell - to personbiler og en lastebil involvert. Står i høyre felt, rett før lokket. Skaper en del kø"
2015-06-11 06:16:18,"oslopolitiops","Fører av mc, kjørt legevakten for videre sjekk. Veibanen ryddet og åpnet for trafikk igjen"
2015-06-11 05:50:23,"oslopolitiops","Trafikken flyter greit i høyre felt. Mc-fører blir sjekket av helsepersonell på stedet. Bilberging rekvirert."
2015-06-11 05:40:50,"oslopolitiops","Vålerengtunnelen, sydgående: Trafikkulykke - mc og bil involvert, rett etter tunnelutløpet. Mc-fører lettere skadet, men oppegående."
2015-06-11 02:42:18,"oslopolitiops","Ingen brann, men en svartbrent pizza. En person ses til av ambulanse etter å ha fått i seg litt røyk."
2015-06-11 02:23:56,"oslopolitiops","Dannevigsveien: Melding om røyklukt og en brannvarsler går. Nødetater på vei."
2015-06-11 01:24:27,"oslopolitiops","Youngstorget: Melding om slagsmål mellom flere personer. Vi er på stedet og har kontroll på 2 av de. Ingen personskade."
2015-06-10 22:04:10,"oslopolitiops","Det har brent i en duk hos en eldre dame. Denne er slukket og ingen evakuerte. Damen har fått i seg litt røyk og blir sett til av ambulanse."
2015-06-10 21:53:12,"oslopolitiops","Rugveien: Røykvarsler aktivisert og det lukter røyk. Nødetater på vei."
2015-06-10 21:25:07,"oslopolitiops","En kvinne funnet død. En person er pågrepet. Det pågår tekniske og taktiske undersøkelser på stedet. Voldsavsnittet vil uttale seg i morgen."
2015-06-10 20:52:28,"oslopolitiops","Karl Staaffs vei: En person funnet livløs i en leilighet. Politiet jobber på stedet. Omstendighetene er så langt uklare."
